match_id,winner,raspberry_rounds,blueberry_rounds,rounds_played,raspberry_final_upgrades,blueberry_final_upgrades
1,raspberry,2,0,2,1,1
2,raspberry,2,1,3,1,1
3,raspberry,2,0,2,1,1
4,raspberry,2,0,2,1,1
5,raspberry,2,0,2,1,1
6,raspberry,2,0,2,1,1
7,raspberry,2,1,3,1,1
8,blueberry,1,2,3,1,1
9,blueberry,1,2,3,1,1
10,raspberry,2,0,2,1,1
11,blueberry,1,2,3,1,1
12,raspberry,2,0,2,1,1
13,raspberry,2,0,2,1,1
14,raspberry,2,0,2,1,1
15,raspberry,2,0,2,1,1
16,raspberry,2,0,2,1,1
17,raspberry,2,0,2,1,1
18,raspberry,2,0,2,1,1
19,raspberry,2,0,2,1,1
20,blueberry,1,2,3,1,1
21,blueberry,1,2,3,1,1
22,raspberry,2,0,2,1,1
23,raspberry,2,0,2,1,1
24,raspberry,2,0,2,1,1
25,raspberry,2,0,2,1,1
26,raspberry,2,0,2,1,1
27,blueberry,1,2,3,1,1
28,blueberry,1,2,3,1,1
29,raspberry,2,0,2,1,1
30,raspberry,2,1,3,1,1
31,raspberry,2,1,3,1,1
32,raspberry,2,0,2,1,1
33,raspberry,2,0,2,1,1
34,raspberry,2,0,2,1,1
35,raspberry,2,1,3,1,1
36,raspberry,2,1,3,1,1
37,raspberry,2,1,3,1,1
38,raspberry,2,0,2,1,1
39,raspberry,2,0,2,1,1
40,raspberry,2,0,2,1,1
41,raspberry,2,1,3,1,1
42,blueberry,1,2,3,1,1
43,raspberry,2,0,2,1,1
44,raspberry,2,0,2,1,1
45,raspberry,2,1,3,1,1
46,raspberry,2,0,2,1,1
47,blueberry,1,2,3,1,1
48,raspberry,2,0,2,1,1
49,raspberry,2,0,2,1,1
50,blueberry,1,2,3,1,1
51,raspberry,2,0,2,1,1
52,raspberry,2,0,2,1,1
53,raspberry,2,1,3,1,1
54,blueberry,1,2,3,1,1
55,raspberry,2,0,2,1,1
56,raspberry,2,1,3,1,1
57,raspberry,2,0,2,1,1
58,raspberry,2,0,2,1,1
59,raspberry,2,0,2,1,1
60,blueberry,1,2,3,1,1
61,raspberry,2,0,2,1,1
62,raspberry,2,0,2,1,1
63,raspberry,2,0,2,1,1
64,blueberry,1,2,3,1,1
65,raspberry,2,1,3,1,1
66,raspberry,2,1,3,1,1
67,raspberry,2,0,2,1,1
68,raspberry,2,0,2,1,1
69,raspberry,2,0,2,1,1
70,blueberry,1,2,3,1,1
71,raspberry,2,0,2,1,1
72,raspberry,2,1,3,1,1
73,raspberry,2,0,2,1,1
74,raspberry,2,1,3,1,1
75,raspberry,2,1,3,1,1
76,raspberry,2,0,2,1,1
77,blueberry,1,2,3,1,1
78,raspberry,2,0,2,1,1
79,raspberry,2,0,2,1,1
80,raspberry,2,0,2,1,1
81,blueberry,1,2,3,1,1
82,blueberry,1,2,3,1,1
83,raspberry,2,0,2,1,1
84,raspberry,2,0,2,1,1
85,raspberry,2,1,3,1,1
86,blueberry,1,2,3,1,1
87,blueberry,1,2,3,1,1
88,raspberry,2,0,2,1,1
89,raspberry,2,0,2,1,1
90,raspberry,2,0,2,1,1
91,raspberry,2,0,2,1,1
92,blueberry,1,2,3,1,1
93,raspberry,2,0,2,1,1
94,raspberry,2,0,2,1,1
95,raspberry,2,1,3,1,1
96,raspberry,2,0,2,1,1
97,blueberry,1,2,3,1,1
98,blueberry,1,2,3,1,1
99,blueberry,1,2,3,1,1
100,raspberry,2,0,2,1,1
101,raspberry,2,1,3,1,1
102,raspberry,2,0,2,1,1
103,raspberry,2,0,2,1,1
104,raspberry,2,0,2,1,1
105,raspberry,2,0,2,1,1
106,raspberry,2,0,2,1,1
107,raspberry,2,0,2,1,1
108,raspberry,2,0,2,1,1
109,raspberry,2,0,2,1,1
110,raspberry,2,1,3,1,1
111,raspberry,2,0,2,1,1
112,blueberry,1,2,3,1,1
113,blueberry,1,2,3,1,1
114,raspberry,2,0,2,1,1
115,blueberry,1,2,3,1,1
116,raspberry,2,0,2,1,1
117,raspberry,2,0,2,1,1
118,raspberry,2,0,2,1,1
119,raspberry,2,0,2,1,1
120,blueberry,1,2,3,1,1
121,raspberry,2,0,2,1,1
122,raspberry,2,0,2,1,1
123,raspberry,2,1,3,1,1
124,raspberry,2,0,2,1,1
125,raspberry,2,0,2,1,1
126,raspberry,2,0,2,1,1
127,raspberry,2,0,2,1,1
128,raspberry,2,1,3,1,1
129,raspberry,2,0,2,1,1
130,raspberry,2,1,3,1,1
131,raspberry,2,1,3,1,1
132,raspberry,2,0,2,1,1
133,raspberry,2,0,2,1,1
134,raspberry,2,0,2,1,1
135,raspberry,2,0,2,1,1
136,raspberry,2,0,2,1,1
137,raspberry,2,0,2,1,1
138,raspberry,2,0,2,1,1
139,raspberry,2,0,2,1,1
140,raspberry,2,0,2,1,1
141,raspberry,2,0,2,1,1
142,raspberry,2,0,2,1,1
143,raspberry,2,1,3,1,1
144,raspberry,2,1,3,1,1
145,blueberry,1,2,3,1,1
146,raspberry,2,0,2,1,1
147,blueberry,1,2,3,1,1
148,raspberry,2,0,2,1,1
149,raspberry,2,0,2,1,1
150,raspberry,2,0,2,1,1
151,raspberry,2,0,2,1,1
152,raspberry,2,0,2,1,1
153,raspberry,2,1,3,1,1
154,raspberry,2,1,3,1,1
155,raspberry,2,1,3,1,1
156,raspberry,2,0,2,1,1
157,blueberry,1,2,3,1,1
158,raspberry,2,0,2,1,1
159,raspberry,2,0,2,1,1
160,raspberry,2,1,3,1,1
161,raspberry,2,0,2,1,1
162,raspberry,2,0,2,1,1
163,raspberry,2,1,3,1,1
164,raspberry,2,0,2,1,1
165,raspberry,2,0,2,1,1
166,raspberry,2,0,2,1,1
167,raspberry,2,1,3,1,1
168,raspberry,2,0,2,1,1
169,raspberry,2,1,3,1,1
170,raspberry,2,0,2,1,1
171,raspberry,2,0,2,1,1
172,raspberry,2,0,2,1,1
173,raspberry,2,0,2,1,1
